"CAGDP9 Real GDP by county and metropolitan area 1/"
"Real GDP: All industry total (Thousands of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","2016","2017","2018","2019","2020"
"25001","Barnstable, MA",11555157,11514950,11777658,12120706,11278337
"25003","Berkshire, MA",6550066,6350550,6455126,6310394,5903065
"25005","Bristol, MA",23297288,23630871,23846410,24369699,23284414
"25007","Dukes, MA",1394056,1389516,1452448,1430082,1315563
"25009","Essex, MA",39755894,40584411,41946907,42568760,40506440
"25011","Franklin, MA",2727789,2761060,2803987,2829006,2699832
"25013","Hampden, MA",20325343,20218987,20358474,20619111,19664592
"25015","Hampshire, MA",6744831,6975673,7033444,7135235,6598093
"25017","Middlesex, MA",145062236,148868352,157570153,163832374,160961586
"25019","Nantucket, MA",1227435,1230542,1325827,1341023,1207111
"25021","Norfolk, MA",48231867,48048479,49153764,49858603,47168994
"25023","Plymouth, MA",22494326,22966794,23874731,23945878,22337343
"25025","Suffolk, MA",107080368,110675140,115432014,121032551,116615766
"25027","Worcester, MA",38851797,39122355,39918939,40294714,39168305
"26001","Alcona, MI",192233,202633,207030,203951,197202
"26003","Alger, MI",207386,219908,222063,222713,236914
"26005","Allegan, MI",3915267,3905280,4225600,4076546,4033931
"26007","Alpena, MI",970696,981352,974225,976469,944360
"26009","Antrim, MI",555473,568785,540554,549958,539181
"26011","Arenac, MI",381311,394765,411562,407884,390379
"26013","Baraga, MI",227905,224312,224631,246496,243725
"26015","Barry, MI",1409168,1411885,1448677,1491876,1459336
"26017","Bay, MI",3365241,3278728,3323459,3240660,3217281
"26019","Benzie, MI",443431,462924,484250,477431,475747
"26021","Berrien, MI",6930457,7095577,6998979,6832030,6896322
"26023","Branch, MI",1228543,1222564,1259021,1329477,1326665
"26025","Calhoun, MI",5812059,5803726,5862167,5845846,5700101
"26027","Cass, MI",997403,969588,1015314,1036008,999967
"26029","Charlevoix, MI",1096493,1106313,1140329,1102908,1037057
"26031","Cheboygan, MI",569023,581236,594224,573688,535519
"26033","Chippewa, MI",991401,1021842,1025134,1018456,994850
"26035","Clare, MI",822162,919553,1063955,980822,994527
"26037","Clinton, MI",2064287,2008719,2032690,1985877,1975557
"26039","Crawford, MI",358496,369971,387676,389840,368441
"26041","Delta, MI",1099960,1116550,1121257,1133913,1110812
"26043","Dickinson, MI",1169648,1182793,1210357,1209642,1182265
"26045","Eaton, MI",4755765,4737608,4769094,4755123,4628748
"26047","Emmet, MI",1536231,1562164,1574115,1593610,1494317
"26049","Genesee, MI",14243233,14417152,14816441,14924552,14117264
"26051","Gladwin, MI",401183,415088,433576,454438,435133
"26053","Gogebic, MI",420600,411982,423856,427706,415341
"26055","Grand Traverse, MI",4578275,4628704,4742180,4751080,4575204
"26057","Gratiot, MI",1171491,1205517,1264703,1225796,1275044
"26059","Hillsdale, MI",1446911,1427608,1449198,1404188,1363459
"26061","Houghton, MI",981263,976832,1004338,1010979,991195
"26063","Huron, MI",1332333,1505658,1461145,1366647,1455458
"26065","Ingham, MI",14227270,14710443,15091399,15266950,14579594
"26067","Ionia, MI",1426857,1460774,1424339,1564551,1404402
"26069","Iosco, MI",665104,698403,719112,761070,765219
"26071","Iron, MI",294641,287323,292551,300251,290024
"26073","Isabella, MI",2153457,2139540,2199148,2130052,2020138
"26075","Jackson, MI",5378554,5425126,5791930,6035348,5871461
"26077","Kalamazoo, MI",11784909,12337056,12667073,12734704,12037302
"26079","Kalkaska, MI",478011,499963,527636,518146,491461
"26081","Kent, MI",36982722,37485721,38699246,38783598,36927884
"26083","Keweenaw, MI",46785,43755,43808,46691,45682
"26085","Lake, MI",202128,199802,214573,207535,214031
"26087","Lapeer, MI",1978606,2031645,2094823,2074540,2012718
"26089","Leelanau, MI",688317,684680,741635,740296,698025
"26091","Lenawee, MI",2684307,2710406,2879829,2694299,2649305
"26093","Livingston, MI",6176531,6496436,6654894,6505086,6303595
"26095","Luce, MI",145495,150785,145945,141689,135234
"26097","Mackinac, MI",374140,392947,389718,396321,364549
"26099","Macomb, MI",35577020,36064804,36708450,35914052,33850873
"26101","Manistee, MI",732972,763634,789596,784103,774504
"26103","Marquette, MI",2800279,2645269,2632208,2664061,2520403
"26105","Mason, MI",962124,959238,980528,943116,907758
"26107","Mecosta, MI",1192631,1161986,1146588,1145045,1104643
"26109","Menominee, MI",624124,680921,689965,696962,639434
"26111","Midland, MI",4823605,4937903,5031139,4747069,4597719
"26113","Missaukee, MI",359390,429981,417391,435867,401256
"26115","Monroe, MI",5450029,5452531,5356409,5448244,5204777
"26117","Montcalm, MI",1469877,1473296,1503044,1472629,1490399
"26119","Montmorency, MI",262355,276929,289216,274997,263215
"26121","Muskegon, MI",5706147,5624380,5695324,5701513,5444043
"26123","Newaygo, MI",1214838,1275414,1310022,1309772,1231373
"26125","Oakland, MI",92715527,93976069,96474755,97010130,91328190
"26127","Oceana, MI",603510,619697,646103,628565,593278
"26129","Ogemaw, MI",493618,504163,535746,511013,510673
"26131","Ontonagon, MI",119573,114212,114115,119361,122250
"26133","Osceola, MI",654249,664319,668228,693583,680959
"26135","Oscoda, MI",176824,183636,187804,197946,172906
"26137","Otsego, MI",873116,931869,954250,934865,946528
"26139","Ottawa, MI",12700871,13161801,13496108,13249577,12961281
"26141","Presque Isle, MI",320646,320658,309174,313852,313525
"26143","Roscommon, MI",509112,503456,516095,519295,534913
"26145","Saginaw, MI",7391885,7363949,7590679,7732704,7294697
"26147","St. Clair, MI",4806412,4794437,4959313,4830186,4680402
"26149","St. Joseph, MI",1870960,1885086,1885119,1857701,1888421
"26151","Sanilac, MI",1122230,1219335,1244696,1138959,1124130
"26153","Schoolcraft, MI",255074,264114,254761,259126,244711
"26155","Shiawassee, MI",1546155,1543878,1540860,1539042,1496778
"26157","Tuscola, MI",1167127,1132214,1158029,1141575,1199686
"26159","Van Buren, MI",2832013,2695429,2627919,2641262,2745551
"26161","Washtenaw, MI",21117510,21789899,22352248,22929578,22186983
"26163","Wayne, MI",87356231,87092716,88263167,88105701,82616072
"26165","Wexford, MI",1102634,1128327,1159503,1203376,1132007
"27001","Aitkin, MN",412524,429299,426133,444850,430962
"27003","Anoka, MN",13737769,13699641,14295127,14449032,13772356
"27005","Becker, MN",1308301,1304432,1348690,1327508,1280219
"27007","Beltrami, MN",1590946,1530908,1614775,1637687,1612174
"27009","Benton, MN",1658443,1758681,1708920,1673672,1645629
"27011","Big Stone, MN",199707,198699,186902,179291,205772
"27013","Blue Earth, MN",3819378,3781324,3737691,3742998,3669556
"27015","Brown, MN",1422978,1442875,1486887,1390355,1313506
"27017","Carlton, MN",1134923,1187002,1180974,1183667,1182784
"27019","Carver, MN",4724332,4968696,5128012,5135867,4980914
"27021","Cass, MN",873329,903865,932829,910489,885615
"27023","Chippewa, MN",522540,538659,524558,553040,552826
"27025","Chisago, MN",1372173,1411764,1461401,1498517,1453646
"27027","Clay, MN",1824043,1802355,1818881,1861304,1826127
"27029","Clearwater, MN",316692,277372,266174,262797,246713
"27031","Cook, MN",260470,233564,258198,236099,212954
"27033","Cottonwood, MN",584892,636265,649399,587435,648533
"27035","Crow Wing, MN",2624740,2477604,2491908,2546761,2442378
"27037","Dakota, MN",24628101,24580549,26089802,25781155,24623518
"27039","Dodge, MN",673534,683433,705708,733746,668993
"27041","Douglas, MN",1868694,1804394,1797674,1821547,1789728
"27043","Faribault, MN",473097,430014,430610,452986,493288
"27045","Fillmore, MN",644416,657212,609875,580689,608221
"27047","Freeborn, MN",1134816,1158569,1127476,1167304,1140707
"27049","Goodhue, MN",2682202,2748052,2727938,2658926,2671976
"27051","Grant, MN",271298,254509,255969,263664,271149
"27053","Hennepin, MN",119636522,122233789,126028039,127237733,121458435
"27055","Houston, MN",519212,536561,525507,523844,519685
"27057","Hubbard, MN",565043,591751,618962,716813,682769
"27059","Isanti, MN",1016712,1018082,1039363,1064444,1005685
"27061","Itasca, MN",1963601,1916590,2016296,1966460,1823442
"27063","Jackson, MN",621867,637640,647436,670699,644038
"27065","Kanabec, MN",393585,365572,375002,389684,377047
"27067","Kandiyohi, MN",2212282,2194903,2198458,2148818,2105998
"27069","Kittson, MN",172442,193524,192885,182553,219791
"27071","Koochiching, MN",503074,491067,509256,496098,474033
"27073","Lac qui Parle, MN",219182,237922,227218,239398,265701
"27075","Lake, MN",516165,552100,589576,590652,498989
"27077","Lake of the Woods, MN",177834,177288,184057,183391,183805
"27079","Le Sueur, MN",904420,942359,949794,917293,910006
"27081","Lincoln, MN",261457,289743,287557,348891,359613
"27083","Lyon, MN",1538855,1486908,1486864,1498516,1376454
"27085","McLeod, MN",1747870,1694525,1735395,1710922,1634606
"27087","Mahnomen, MN",177069,150121,153906,157697,145455
"27089","Marshall, MN",309042,314662,323071,358568,383671
"27091","Martin, MN",928466,1038359,1073506,1093326,972250
"27093","Meeker, MN",747938,789462,852898,921919,885524
"27095","Mille Lacs, MN",762204,750384,767462,783528,729852
"27097","Morrison, MN",1302080,1209463,1208548,1116878,1102145
"27099","Mower, MN",1782211,1729623,1654673,1681589,1706376
"27101","Murray, MN",571150,503460,534136,597978,565693
"27103","Nicollet, MN",1324375,1451088,1538443,1485064,1448280
"27105","Nobles, MN",1213233,1248791,1277755,1238412,1217177
"27107","Norman, MN",206244,185326,195621,225905,225646
"27109","Olmsted, MN",9898046,10290323,10825771,10960572,10604454
"27111","Otter Tail, MN",2201356,2221273,2206797,2131442,2152495
"27113","Pennington, MN",1212403,1326050,1639604,1680957,1626456
"27115","Pine, MN",652271,631979,654895,672421,664796
"27117","Pipestone, MN",653566,714960,735814,742531,670328
"27119","Polk, MN",1187118,1143669,1181441,1253287,1331387
"27121","Pope, MN",483231,504387,516192,513791,522227
"27123","Ramsey, MN",38064340,38285009,38905840,38927888,36804698
"27125","Red Lake, MN",153297,158004,171214,151867,142880
"27127","Redwood, MN",880376,767510,866556,857109,848870
"27129","Renville, MN",741203,712505,773183,722010,761893
"27131","Rice, MN",2386392,2525357,2582377,2553736,2497511
"27133","Rock, MN",772556,782301,790972,732101,656535
"27135","Roseau, MN",1355331,1345376,1141878,1086327,966600
"27137","St. Louis, MN",9149645,9072160,9654833,9794058,8940223
"27139","Scott, MN",5806189,6152971,6585997,6489380,6307681
"27141","Sherburne, MN",3149005,3221932,3196194,3159842,2994983
"27143","Sibley, MN",416080,436987,423045,422100,433878
"27145","Stearns, MN",7866917,8013549,8139481,8157758,7898838
"27147","Steele, MN",2033423,2124590,2118762,2174736,2094033
"27149","Stevens, MN",588753,623633,623857,600482,603904
"27151","Swift, MN",515545,524906,514667,446966,449447
"27153","Todd, MN",739179,795178,817283,836085,818847
"27155","Traverse, MN",275015,200539,201067,183309,237751
"27157","Wabasha, MN",678284,726720,707140,698721,730897
"27159","Wadena, MN",485975,471316,500275,493901,482254
"27161","Waseca, MN",868919,796481,751426,717795,748722
"27163","Washington, MN",10037371,10551638,10956583,11259843,11085964
"27165","Watonwan, MN",398628,435379,444356,459128,440690
"27167","Wilkin, MN",286304,261889,258078,280480,258586
"27169","Winona, MN",2190045,2237088,2250185,2217318,2175504
"27171","Wright, MN",4222675,4220682,4383031,4496034,4529492
"27173","Yellow Medicine, MN",553386,485844,484336,493517,504674
"28001","Adams, MS",890117,879420,882878,872741,826117
"28003","Alcorn, MS",1086222,1077617,1122370,1118894,1085560
"28005","Amite, MS",214681,227597,233196,223659,206004
"28007","Attala, MS",471402,452894,430462,413264,429819
"28009","Benton, MS",314983,305593,304521,230686,275925
"28011","Bolivar, MS",975226,982705,960041,864424,859725
"28013","Calhoun, MS",254927,244013,248504,249310,264381
"28015","Carroll, MS",105238,102961,107033,98710,97794
"28017","Chickasaw, MS",485391,494364,470444,486362,497108
"28019","Choctaw, MS",663803,672172,711873,659484,659804
"28021","Claiborne, MS",526549,583009,551765,689276,541117
"28023","Clarke, MS",287142,281217,288631,274560,261408
"28025","Clay, MS",504957,507514,489906,498752,492069
"28027","Coahoma, MS",661910,664869,640344,639791,613388
"28029","Copiah, MS",655053,655416,620966,621957,587833
"28031","Covington, MS",545287,596809,606423,555124,514185
"28033","DeSoto, MS",5120150,5212889,5265972,5378488,5488463
"28035","Forrest, MS",3264165,3296816,3262848,3209875,3156448
"28037","Franklin, MS",165114,164816,167155,169724,169779
"28039","George, MS",397172,404051,413730,425689,433331
"28041","Greene, MS",146878,146137,148094,139412,137190
"28043","Grenada, MS",826970,799540,833876,826510,806897
"28045","Hancock, MS",1333245,1304929,1322027,1385884,1454494
"28047","Harrison, MS",7584033,7753625,7686685,7826548,7622649
"28049","Hinds, MS",11176808,11065775,10911248,10892247,10547009
"28051","Holmes, MS",254229,254518,257056,243961,240741
"28053","Humphreys, MS",159670,160065,155958,168325,172759
"28055","Issaquena, MS",12914,12955,12097,19842,25542
"28057","Itawamba, MS",534821,524613,524024,513058,537994
"28059","Jackson, MS",7314353,7333599,6862087,7145046,6985122
"28061","Jasper, MS",542500,580569,589641,558723,539157
"28063","Jefferson, MS",127002,120164,115158,109849,112066
"28065","Jefferson Davis, MS",185925,192795,186669,171890,161159
"28067","Jones, MS",2533671,2515193,2486522,2413199,2247208
"28069","Kemper, MS",444397,382797,333346,322295,294110
"28071","Lafayette, MS",1822330,1844556,1908589,1911482,1854316
"28073","Lamar, MS",1529949,1538241,1520793,1554407,1541426
"28075","Lauderdale, MS",2794568,2858407,2902064,3001657,2971235
"28077","Lawrence, MS",325740,336270,345335,314077,307161
"28079","Leake, MS",511005,552490,578214,568700,492108
"28081","Lee, MS",4364248,4432506,4396040,4500737,4402941
"28083","Leflore, MS",1035558,1064225,1037817,1060040,1053322
"28085","Lincoln, MS",1011595,1078381,1075924,1048638,1029781
"28087","Lowndes, MS",2604800,2598688,2576577,2689273,2728379
"28089","Madison, MS",5575239,5654798,5697028,5683451,5576138
"28091","Marion, MS",706281,764743,825630,800451,798297
"28093","Marshall, MS",536324,566120,593625,624585,686530
"28095","Monroe, MS",900685,926897,916085,846732,835438
"28097","Montgomery, MS",186721,181926,171462,168390,170747
"28099","Neshoba, MS",932926,966773,963165,961264,873333
"28101","Newton, MS",478396,476452,486404,470112,442452
"28103","Noxubee, MS",221403,222070,204365,215682,208555
"28105","Oktibbeha, MS",1562801,1556178,1572936,1572994,1580015
"28107","Panola, MS",1036161,1012474,991323,1010158,978036
"28109","Pearl River, MS",901382,915614,945657,1002782,995798
"28111","Perry, MS",275820,275095,278894,267093,267404
"28113","Pike, MS",1086649,1066604,1020841,1015496,998633
"28115","Pontotoc, MS",870180,803647,871924,880658,860340
"28117","Prentiss, MS",538634,529094,533260,531098,529858
"28119","Quitman, MS",96841,86709,91506,87374,90068
"28121","Rankin, MS",6151384,6059074,5995994,6017152,5986619
"28123","Scott, MS",995177,1104120,1081331,1071336,1011626
"28125","Sharkey, MS",79057,89950,84989,87206,97013
"28127","Simpson, MS",590249,605647,611703,582672,543015
"28129","Smith, MS",421431,429089,436375,375623,324640
"28131","Stone, MS",311289,309264,315549,329580,336451
"28133","Sunflower, MS",642686,613738,605308,563419,584803
"28135","Tallahatchie, MS",263160,258536,246676,252415,243888
"28137","Tate, MS",441592,458869,456872,456178,454864
"28139","Tippah, MS",491759,542263,584586,577956,584437
"28141","Tishomingo, MS",416190,438544,476027,512912,540334
"28143","Tunica, MS",598443,536527,484382,471684,423671
"28145","Union, MS",1283750,972674,984081,1020219,983203
"28147","Walthall, MS",230611,257371,266738,246986,231459
"28149","Warren, MS",1906129,1981184,2034911,2060226,2031590
"28151","Washington, MS",1404025,1338020,1306322,1255291,1286769
"28153","Wayne, MS",674260,661397,679315,634675,559792
"28155","Webster, MS",162246,164881,165720,174220,179796
"28157","Wilkinson, MS",136593,138354,134909,134190,131333
"28159","Winston, MS",470683,490601,495494,483850,453211
"28161","Yalobusha, MS",215450,250378,254874,292500,298339
"28163","Yazoo, MS",697239,704255,717669,695586,690442
"29001","Adair, MO",704943,724917,738526,737525,734841
"29003","Andrew, MO",270017,275628,261399,310653,302069
"29005","Atchison, MO",274618,258267,279877,302486,309676
"29007","Audrain, MO",1016275,1007980,890191,846959,868166
"29009","Barry, MO",1503617,1468103,1614354,1500459,1416424
"29011","Barton, MO",346630,341883,319162,307003,347353
"29013","Bates, MO",402085,416381,393044,424729,440755
"29015","Benton, MO",356291,355977,389750,372269,356086
"29017","Bollinger, MO",168329,191319,188738,181707,180541
"29019","Boone, MO",8132616,8333732,8419479,8779082,8771757
"29021","Buchanan, MO",4446210,4640808,4561897,4615246,4505430
"29023","Butler, MO",1399653,1341624,1324515,1291293,1336172
"29025","Caldwell, MO",168129,192909,221022,195641,201609
"29027","Callaway, MO",1760666,1626798,1696514,1677115,1674580
